Code_Network;NameCity;CodeCity;Country;Continent;Region;City.Statut;Sources;Years;Network;Description;LeadPartnerCountry;Url;Start;End;geonameId;asciiName;lng_GN;lat_GN
5;Usk;UK24;UK;Europe;Northern Europe;Partner;http://urbact.eu;2016;AGRI -URBAN;The local food in urban forks;ES;http://urbact.eu/agri-urban;2015;2018;2635052;Usk;-2,90332;51,70347
5;Södertälje;SE10;SE;Europe;Northern Europe;Partner;http://urbact.eu;2016;AGRI -URBAN;The local food in urban forks;ES;http://urbact.eu/agri-urban;2015;2018;2676176;Soedertaelje;17,62525;59,19554
5;Mouans-Sartoux;FR21;FR;Europe;Western Europe;Partner;http://urbact.eu;2016;AGRI -URBAN;The local food in urban forks;ES;http://urbact.eu/agri-urban;2015;2018;2991579;Mouans-Sartoux;6,97139;43,62101
6;Amadora;PT2;PT;Europe;Southern Europe;Lead Partner;http://urbact.eu;2016;ARRIVAL CITIES;Managing global flows at local level;PT;http://urbact.eu/arrival-cities;2015;2018;2271772;Amadora;-9,23083;38,75382
6;Dresden;DE7;DE;Europe;Western Europe;Partner;http://urbact.eu;2016;ARRIVAL CITIES;Managing global flows at local level;PT;http://urbact.eu/arrival-cities;2015;2018;2935022;Dresden;13,73832;51,05089
6;Vantaa;FI5;FI;Europe;Northern Europe;Partner;http://urbact.eu;2016;ARRIVAL CITIES;Managing global flows at local level;PT;http://urbact.eu/arrival-cities;2015;2018;632453;Vantaa;25,04099;60,29414
6;Messina;IT21;IT;Europe;Southern Europe;Partner;http://urbact.eu;2016;ARRIVAL CITIES;Managing global flows at local level;PT;http://urbact.eu/arrival-cities;2015;2018;2524170;Messina;15,55256;38,19394
6;Roquetas De Mar;ES32;ES;Europe;Southern Europe;Partner;http://urbact.eu;2016;ARRIVAL CITIES;Managing global flows at local level;PT;http://urbact.eu/arrival-cities;2015;2018;2511716;Roquetas de Mar;-2,61475;36,76419
6;Thessaloniki;GR19;GR;Europe;Southern Europe;Partner;http://urbact.eu;2016;ARRIVAL CITIES;Managing global flows at local level;PT;http://urbact.eu/arrival-cities;2015;2018;734077;Thessaloniki;22,93086;40,64361
6;Créteil;FR10;FR;Europe;Western Europe;Partner;http://urbact.eu;2016;ARRIVAL CITIES;Managing global flows at local level;PT;http://urbact.eu/arrival-cities;2015;2018;3022530;Creteil;2,46569;48,79266
6;Oldenburg;DE25;DE;Europe;Western Europe;Partner;http://urbact.eu;2016;ARRIVAL CITIES;Managing global flows at local level;PT;http://urbact.eu/arrival-cities;2015;2018;2857458;Oldenburg;8,21467;53,14118
6;Patras;GR14;GR;Europe;Southern Europe;Partner;http://urbact.eu;2016;ARRIVAL CITIES;Managing global flows at local level;PT;http://urbact.eu/arrival-cities;2015;2018;255683;Patra;21,73444;38,24444
6;Riga;LV5;LV;Europe;Northern Europe;Partner;http://urbact.eu;2016;ARRIVAL CITIES;Managing global flows at local level;PT;http://urbact.eu/arrival-cities;2015;2018;456172;Riga;24,10589;56,946
7;Barcelona;ES8;ES;Europe;Southern Europe;Partner;http://urbact.eu;2016;BoostInno;Boosting Social Innovation;PL;http://urbact.eu/boostinno;2015;2018;3128760;Barcelona;2,15899;41,38879
7;Baia Mare;RO4;RO;Europe;Eastern Europe;Partner;http://urbact.eu;2016;BoostInno;Boosting Social Innovation;PL;http://urbact.eu/boostinno;2015;2018;685826;Baia Mare;23,56808;47,65729
7;Gdansk;PL7;PL;Europe;Eastern Europe;Lead Partner;http://urbact.eu;2016;BoostInno;Boosting Social Innovation;PL;http://urbact.eu/boostinno;2015;2018;3099434;Gdansk;18,64912;54,35227
7;Strasbourg;FR32;FR;Europe;Western Europe;Partner;http://urbact.eu;2016;BoostInno;Boosting Social Innovation;PL;http://urbact.eu/boostinno;2015;2018;2973783;Strasbourg;7,74553;48,58392
7;Malmö;SE8;SE;Europe;Northern Europe;Partner;http://urbact.eu;2016;BoostInno;Boosting Social Innovation;PL;http://urbact.eu/boostinno;2015;2018;2692969;Malmoe;13,00073;55,60587
7;Wroclaw;PL26;PL;Europe;Eastern Europe;Partner;http://urbact.eu;2016;BoostInno;Boosting Social Innovation;PL;http://urbact.eu/boostinno;2015;2018;3081368;Wroclaw;17,03333;51,1
7;Milan;IT22;IT;Europe;Southern Europe;Partner;http://urbact.eu;2016;BoostInno;Boosting Social Innovation;PL;http://urbact.eu/boostinno;2015;2018;3173435;Milan;9,18951;45,46427
7;Turin;IT41;IT;Europe;Southern Europe;Partner;http://urbact.eu;2016;BoostInno;Boosting Social Innovation;PL;http://urbact.eu/boostinno;2015;2018;3165524;Turin;7,68682;45,07049
7;Paris;FR26;FR;Europe;Western Europe;Partner;http://urbact.eu;2016;BoostInno;Boosting Social Innovation;PL;http://urbact.eu/boostinno;2015;2018;2988507;Paris;2,3488;48,85341
7;Braga;PT6;PT;Europe;Southern Europe;Partner;http://urbact.eu;2016;BoostInno;Boosting Social Innovation;PL;http://urbact.eu/boostinno;2015;2018;2742032;Braga;-8,42005;41,55032
8;Bacau;RO3;RO;Europe;Eastern Europe;Partner;http://urbact.eu;2016;Building Healthy Communities;Health is important for the wellbeing of individuals and society, but a healthy population is also a prerequisite for economic productivity and prosperity. The Lisbon strategy underlines the importance of health as a key factor for economic growth. However there is a limited awareness of the contributions that a \healthy\ urban policy can make to tackle challenges in health.;IT;http://urbact.eu/building-healthy-communities;2008;2011;685948;Bacau;26,91384;46,56718
8;Lidingo;SE6;SE;Europe;Northern Europe;Partner;http://urbact.eu;2016;Building Healthy Communities;Health is important for the wellbeing of individuals and society, but a healthy population is also a prerequisite for economic productivity and prosperity. The Lisbon strategy underlines the importance of health as a key factor for economic growth. However there is a limited awareness of the contributions that a \healthy\ urban policy can make to tackle challenges in health.;IT;http://urbact.eu/building-healthy-communities;2008;2011;2696334;Lidingoe;18,13333;59,36667
8;Belfast;UK4;UK;Europe;Northern Europe;Partner;http://urbact.eu;2016;Building Healthy Communities;Health is important for the wellbeing of individuals and society, but a healthy population is also a prerequisite for economic productivity and prosperity. The Lisbon strategy underlines the importance of health as a key factor for economic growth. However there is a limited awareness of the contributions that a \healthy\ urban policy can make to tackle challenges in health.;IT;http://urbact.eu/building-healthy-communities;2008;2011;2655984;Belfast;-5,92541;54,59682
8;Baia Mare;RO4;RO;Europe;Eastern Europe;Partner;http://urbact.eu;2016;Building Healthy Communities;Health is important for the wellbeing of individuals and society, but a healthy population is also a prerequisite for economic productivity and prosperity. The Lisbon strategy underlines the importance of health as a key factor for economic growth. However there is a limited awareness of the contributions that a \healthy\ urban policy can make to tackle challenges in health.;IT;http://urbact.eu/building-healthy-communities;2008;2011;685826;Baia Mare;23,56808;47,65729
8;Lódz;PL15;PL;Europe;Eastern Europe;Partner;http://urbact.eu;2016;Building Healthy Communities;Health is important for the wellbeing of individuals and society, but a healthy population is also a prerequisite for economic productivity and prosperity. The Lisbon strategy underlines the importance of health as a key factor for economic growth. However there is a limited awareness of the contributions that a \healthy\ urban policy can make to tackle challenges in health.;IT;http://urbact.eu/building-healthy-communities;2008;2011;3093133;Lodz;19,47395;51,77058
8;Turin;IT41;IT;Europe;Southern Europe;Lead Partner;http://urbact.eu;2016;Building Healthy Communities;Health is important for the wellbeing of individuals and society, but a healthy population is also a prerequisite for economic productivity and prosperity. The Lisbon strategy underlines the importance of health as a key factor for economic growth. However there is a limited awareness of the contributions that a \healthy\ urban policy can make to tackle challenges in health.;IT;http://urbact.eu/building-healthy-communities;2008;2011;3165524;Turin;7,68682;45,07049
8;Madrid;ES24;ES;Europe;Southern Europe;Partner;http://urbact.eu;2016;Building Healthy Communities;Health is important for the wellbeing of individuals and society, but a healthy population is also a prerequisite for economic productivity and prosperity. The Lisbon strategy underlines the importance of health as a key factor for economic growth. However there is a limited awareness of the contributions that a \healthy\ urban policy can make to tackle challenges in health.;IT;http://urbact.eu/building-healthy-communities;2008;2011;3117735;Madrid;-3,70256;40,4165
8;Lecce;IT20;IT;Europe;Southern Europe;Partner;http://urbact.eu;2016;Building Healthy Communities;Health is important for the wellbeing of individuals and society, but a healthy population is also a prerequisite for economic productivity and prosperity. The Lisbon strategy underlines the importance of health as a key factor for economic growth. However there is a limited awareness of the contributions that a \healthy\ urban policy can make to tackle challenges in health.;IT;http://urbact.eu/building-healthy-communities;2008;2011;3174953;Lecce;18,17244;40,35481
8;Maroússi;GR12;GR;Europe;Southern Europe;Partner;http://urbact.eu;2016;Building Healthy Communities;Health is important for the wellbeing of individuals and society, but a healthy population is also a prerequisite for economic productivity and prosperity. The Lisbon strategy underlines the importance of health as a key factor for economic growth. However there is a limited awareness of the contributions that a \healthy\ urban policy can make to tackle challenges in health.;IT;http://urbact.eu/building-healthy-communities;2008;2011;265243;Marousi;23,8;38,05
8;Barnsley;UK2;UK;Europe;Northern Europe;Partner;http://urbact.eu;2016;Building Healthy Communities;Health is important for the wellbeing of individuals and society, but a healthy population is also a prerequisite for economic productivity and prosperity. The Lisbon strategy underlines the importance of health as a key factor for economic growth. However there is a limited awareness of the contributions that a \healthy\ urban policy can make to tackle challenges in health.;IT;http://urbact.eu/building-healthy-communities;2008;2011;2656284;Barnsley;-1,48333;53,55
9;Brindisi;IT5;IT;Europe;Southern Europe;Partner;http://urbact.eu;2016;CASH, Cities Action for Sustainable Housing Results;Propose new solutions and promote new policies for the sustainable renovation of social and affordable housing units in the European Union.;FR;http://urbact.eu/cash-cities-action-sustainable-housing;2009;2010;3181528;Brindisi;17,93607;40,63215
9;Bridgend;UK6;UK;Europe;Northern Europe;Partner;http://urbact.eu;2016;CASH, Cities Action for Sustainable Housing Results;Propose new solutions and promote new policies for the sustainable renovation of social and affordable housing units in the European Union.;FR;http://urbact.eu/cash-cities-action-sustainable-housing;2009;2010;2654755;Bridgend;-3,57722;51,50583
9;Yambol;BG6;BG;Europe;Eastern Europe;Partner;http://urbact.eu;2016;CASH, Cities Action for Sustainable Housing Results;Propose new solutions and promote new policies for the sustainable renovation of social and affordable housing units in the European Union.;FR;http://urbact.eu/cash-cities-action-sustainable-housing;2009;2010;725578;Yambol;26,5;42,48333
9;Les Mureaux;FR15;FR;Europe;Western Europe;Partner;http://urbact.eu;2016;CASH, Cities Action for Sustainable Housing Results;Propose new solutions and promote new policies for the sustainable renovation of social and affordable housing units in the European Union.;FR;http://urbact.eu/cash-cities-action-sustainable-housing;2009;2010;3000192;Les Mureaux;1,90972;48,99173
9;Tatabánya;HU13;HU;Europe;Eastern Europe;Partner;http://urbact.eu;2016;CASH, Cities Action for Sustainable Housing Results;Propose new solutions and promote new policies for the sustainable renovation of social and affordable housing units in the European Union.;FR;http://urbact.eu/cash-cities-action-sustainable-housing;2009;2010;3044082;Tatabanya;18,39325;47,58494
9;Lyon;FR18;FR;Europe;Western Europe;Partner;http://urbact.eu;2016;CASH, Cities Action for Sustainable Housing Results;Propose new solutions and promote new policies for the sustainable renovation of social and affordable housing units in the European Union.;FR;http://urbact.eu/cash-cities-action-sustainable-housing;2009;2010;2996944;Lyon;4,84671;45,74846
9;Echirolles;FR12;FR;Europe;Western Europe;Lead Partner;http://urbact.eu;2016;CASH, Cities Action for Sustainable Housing Results;Propose new solutions and promote new policies for the sustainable renovation of social and affordable housing units in the European Union.;FR;http://urbact.eu/cash-cities-action-sustainable-housing;2009;2010;3020495;Echirolles;5,71441;45,14603
9;Sonderborg;DK4;DK;Europe;Northern Europe;Partner;http://urbact.eu;2016;CASH, Cities Action for Sustainable Housing Results;Propose new solutions and promote new policies for the sustainable renovation of social and affordable housing units in the European Union.;FR;http://urbact.eu/cash-cities-action-sustainable-housing;2009;2010;2613102;Sonderborg;9,78917;54,90896
9;Frankfurt;DE12;DE;Europe;Western Europe;Partner;http://urbact.eu;2016;CASH, Cities Action for Sustainable Housing Results;Propose new solutions and promote new policies for the sustainable renovation of social and affordable housing units in the European Union.;FR;http://urbact.eu/cash-cities-action-sustainable-housing;2009;2010;2925533;Frankfurt am Main;8,68417;50,11552
9;Utrecht;NL14;NL;Europe;Western Europe;Partner;http://urbact.eu;2016;CASH, Cities Action for Sustainable Housing Results;Propose new solutions and promote new policies for the sustainable renovation of social and affordable housing units in the European Union.;FR;http://urbact.eu/cash-cities-action-sustainable-housing;2009;2010;2745912;Utrecht;5,12222;52,09083
10;Riga;LV5;LV;Europe;Northern Europe;Partner;http://urbact.eu;2016;CHANGE!;Social design of public services;NL;http://urbact.eu/change;2015;2018;456172;Riga;24,10589;56,946
10;Eindhoven;NL7;NL;Europe;Western Europe;Lead Partner;http://urbact.eu;2016;CHANGE!;Social design of public services;NL;http://urbact.eu/change;2015;2018;2756253;Eindhoven;5,47778;51,44083
10;Amarante;PT3;PT;Europe;Southern Europe;Partner;http://urbact.eu;2016;CHANGE!;Social design of public services;NL;http://urbact.eu/change;2015;2018;2742965;Amarante;-8,08245;41,27271
10;Forli;IT16;IT;Europe;Southern Europe;Partner;http://urbact.eu;2016;CHANGE!;Social design of public services;NL;http://urbact.eu/change;2015;2018;3176746;Forli;12,04144;44,22177
10;Aarhus;DK1;DK;Europe;Northern Europe;Partner;http://urbact.eu;2016;CHANGE!;Social design of public services;NL;http://urbact.eu/change;2015;2018;2624652;Arhus;10,21076;56,15674
10;Malmö;SE8;SE;Europe;Northern Europe;Partner;http://urbact.eu;2016;CHANGE!;Social design of public services;NL;http://urbact.eu/change;2015;2018;2692969;Malmoe;13,00073;55,60587
10;Nagykanizsa;HU8;HU;Europe;Eastern Europe;Partner;http://urbact.eu;2016;CHANGE!;Social design of public services;NL;http://urbact.eu/change;2015;2018;3047679;Nagykanizsa;16,99104;46,45347
10;Gdansk;PL7;PL;Europe;Eastern Europe;Partner;http://urbact.eu;2016;CHANGE!;Social design of public services;NL;http://urbact.eu/change;2015;2018;3099434;Gdansk;18,64912;54,35227
10;Dún Laoghaire;IE2;IE;Europe;Northern Europe;Partner;http://urbact.eu;2016;CHANGE!;Social design of public services;NL;http://urbact.eu/change;2015;2018;2964574;Dublin;-6,24889;53,33306
11;San Dona di Piave;IT45;IT;Europe;Southern Europe;Lead Partner;http://urbact.eu;2016;CityCentreDoctor;An URBACT APN with a focus on revitalising city centres;IT;http://urbact.eu/citycentredoctor;2015;2018;3168429;San Dona di Piave;12,5681;45,63019
11;Medina del Campo;ES27;ES;Europe;Southern Europe;Partner;http://urbact.eu;2016;CityCentreDoctor;An URBACT APN with a focus on revitalising city centres;IT;http://urbact.eu/citycentredoctor;2015;2018;3117010;Medina del Campo;-4,91413;41,31239
11;Petrinja;HR4;HR;Europe;Southern Europe;Partner;http://urbact.eu;2016;CityCentreDoctor;An URBACT APN with a focus on revitalising city centres;IT;http://urbact.eu/citycentredoctor;2015;2018;3193420;Petrinja;16,29;45,4375
11;Nort-sur-Erdre;FR25;FR;Europe;Western Europe;Partner;http://urbact.eu;2016;CityCentreDoctor;An URBACT APN with a focus on revitalising city centres;IT;http://urbact.eu/citycentredoctor;2015;2018;2990085;Nort-sur-Erdre;-1,49833;47,43881
11;Radlin;PL19;PL;Europe;Eastern Europe;Partner;http://urbact.eu;2016;CityCentreDoctor;An URBACT APN with a focus on revitalising city centres;IT;http://urbact.eu/citycentredoctor;2015;2018;3087529;Radlin;18,47626;50,0502
11;Naas;IE7;IE;Europe;Northern Europe;Partner;http://urbact.eu;2016;CityCentreDoctor;An URBACT APN with a focus on revitalising city centres;IT;http://urbact.eu/citycentredoctor;2015;2018;2962334;Naas;-6,66694;53,21583
11;Valašské Mezirící;CZ10;CZ;Europe;Eastern Europe;Partner;http://urbact.eu;2016;CityCentreDoctor;An URBACT APN with a focus on revitalising city centres;IT;http://urbact.eu/citycentredoctor;2015;2018;3063447;Valasske Mezirici;17,97113;49,47181
11;Idrija;SI2;SI;Europe;Southern Europe;Partner;http://urbact.eu;2016;CityCentreDoctor;An URBACT APN with a focus on revitalising city centres;IT;http://urbact.eu/citycentredoctor;2015;2018;3199171;Idrija;14,03056;46,00278
11;Amarante;PT3;PT;Europe;Southern Europe;Partner;http://urbact.eu;2016;CityCentreDoctor;An URBACT APN with a focus on revitalising city centres;IT;http://urbact.eu/citycentredoctor;2015;2018;2742965;Amarante;-8,08245;41,27271
11;Heerlen;NL8;NL;Europe;Western Europe;Partner;http://urbact.eu;2016;CityCentreDoctor;An URBACT APN with a focus on revitalising city centres;IT;http://urbact.eu/citycentredoctor;2015;2018;2754652;Heerlen;5,98154;50,88365
12;Coimbra;PT8;PT;Europe;Southern Europe;Partner;http://urbact.eu;2016;CityLogo;CityLogo is a transnational learning experience on citybranding and -marketing in modern urban politics. It is about a better positioning of cities in the (post) crisis economic arena and reinforcing the communication dimension in urban management.;NL;http://urbact.eu/citylogo;2013;2015;2740637;Coimbra;-8,41955;40,20564
