Code_Network;Name;CodeCity;Country;Continent.x;Region.x;Y;X;City.Statut;Sources.x;Years.x;Main.Key.Word.x;Additionnal.key.words.x;Network;Description.x;LeadPartnerCountry.x;Url.x;Statut.x;Start.x;End.x;Main.Key.Word;POPLAU2_2015;ID_UMZ;Name_UMZ;Pop2011
5;Pyli;GR16;GR;Europe;Southern Europe;39.45978;21.6225718000001;Partner;http://urbact.eu;2016;Environment ;Employment;AGRI -URBAN;The local food in urban forks;ES;http://urbact.eu/agri-urban;Ongoing;2015;2018;Environment;51800;;;51800
5;Petrinja;HR4;HR;Europe;Southern Europe;45.4422535;16.2768591;Partner;http://urbact.eu;2016;Environment ;Employment;AGRI -URBAN;The local food in urban forks;ES;http://urbact.eu/agri-urban;Ongoing;2015;2018;Environment;15480;1976;Sisak;72512
5;Mollet Del Vallès;ES28;ES;Europe;Southern Europe;41.542551;2.21136980000006;Partner;http://urbact.eu;2016;Environment ;Employment;AGRI -URBAN;The local food in urban forks;ES;http://urbact.eu/agri-urban;Ongoing;2015;2018;Environment;52096;1279;Granollers // Mollet del Valles;260219
5;Jelgava;LV3;LV;Europe;Northern Europe;56.6511091;23.7213541;Partner;http://urbact.eu;2016;Environment ;Employment;AGRI -URBAN;The local food in urban forks;ES;http://urbact.eu/agri-urban;Ongoing;2015;2018;Environment;57180;2669;Jelgava;59570
5;Usk;UK24;UK;Europe;Northern Europe;51.7035;-2.9019;Partner;http://urbact.eu;2016;Environment ;Employment;AGRI -URBAN;The local food in urban forks;ES;http://urbact.eu/agri-urban;Ongoing;2015;2018;Environment;2834;;;2834
5;Södertälje;SE10;SE;Europe;Northern Europe;59.195363;17.625689;Partner;http://urbact.eu;2016;Environment ;Employment;AGRI -URBAN;The local food in urban forks;ES;http://urbact.eu/agri-urban;Ongoing;2015;2018;Environment;92041;3469;Sodertalje;86246
5;Mouans-Sartoux;FR21;FR;Europe;Western Europe;43.6203689;6.97249699999998;Partner;http://urbact.eu;2016;Environment ;Employment;AGRI -URBAN;The local food in urban forks;ES;http://urbact.eu/agri-urban;Ongoing;2015;2018;Environment;9941;1764;Nice;878735
6;Amadora;PT2;PT;Europe;Southern Europe;38.7577603;-9.22454740000001;Lead Partner;http://urbact.eu;2016;Inclusion;Migrants;ARRIVAL CITIES;Managing global flows at local level;PT;http://urbact.eu/arrival-cities;Ongoing;2015;2018;Inclusion;175136;3224;Lisboa // Sintra;1851170
6;Dresden;DE7;DE;Europe;Western Europe;51.0504088;13.7372621;Partner;http://urbact.eu;2016;Inclusion;Migrants;ARRIVAL CITIES;Managing global flows at local level;PT;http://urbact.eu/arrival-cities;Ongoing;2015;2018;Inclusion;477807;452;Dresden;688881
6;Vantaa;FI5;FI;Europe;Northern Europe;60.2933524;25.0377685999999;Partner;http://urbact.eu;2016;Inclusion;Migrants;ARRIVAL CITIES;Managing global flows at local level;PT;http://urbact.eu/arrival-cities;Ongoing;2015;2018;Inclusion;210803;1476;Helsinki = Helsingfors;1079550
6;Messina;IT21;IT;Europe;Southern Europe;38.1938137;15.5540152;Partner;http://urbact.eu;2016;Inclusion;Migrants;ARRIVAL CITIES;Managing global flows at local level;PT;http://urbact.eu/arrival-cities;Ongoing;2015;2018;Inclusion;240414;2405;Messina;246201
6;Roquetas De Mar;ES32;ES;Europe;Southern Europe;36.7636819;-2.61542659999998;Partner;http://urbact.eu;2016;Inclusion;Migrants;ARRIVAL CITIES;Managing global flows at local level;PT;http://urbact.eu/arrival-cities;Ongoing;2015;2018;Inclusion;86799;1382;Roquetas de Mar;82917
6;Thessaloniki;GR19;GR;Europe;Southern Europe;40.6400629;22.9444191;Partner;http://urbact.eu;2016;Inclusion;Migrants;ARRIVAL CITIES;Managing global flows at local level;PT;http://urbact.eu/arrival-cities;Ongoing;2015;2018;Inclusion;30285;1948;Dimos THessalonikis;772876
6;Créteil;FR10;FR;Europe;Western Europe;48.7931426;2.47403370000006;Partner;http://urbact.eu;2016;Inclusion;Migrants;ARRIVAL CITIES;Managing global flows at local level;PT;http://urbact.eu/arrival-cities;Ongoing;2015;2018;Inclusion;89989;1777_1;Paris;10416100
6;Oldenburg;DE25;DE;Europe;Western Europe;53.1434501;8.21455209999999;Partner;http://urbact.eu;2016;Inclusion;Migrants;ARRIVAL CITIES;Managing global flows at local level;PT;http://urbact.eu/arrival-cities;Ongoing;2015;2018;Inclusion;154832;819;Oldenburg (Oldenburg);162173
6;Patras;GR14;GR;Europe;Southern Europe;38.2466395;21.7345740000001;Partner;http://urbact.eu;2016;Inclusion;Migrants;ARRIVAL CITIES;Managing global flows at local level;PT;http://urbact.eu/arrival-cities;Ongoing;2015;2018;Inclusion;163281;1938;Dimos Patreon;194807
6;Riga;LV5;LV;Europe;Northern Europe;56.9496487;24.1051864;Partner;http://urbact.eu;2016;Inclusion;Migrants;ARRIVAL CITIES;Managing global flows at local level;PT;http://urbact.eu/arrival-cities;Ongoing;2015;2018;Inclusion;641007;2678;Riga;660092
7;Barcelona;ES8;ES;Europe;Southern Europe;41.3850639;2.17340349999995;Partner;http://urbact.eu;2016;Governance;Capacity Building;BoostInno;Boosting Social Innovation;PL;http://urbact.eu/boostinno;Ongoing;2015;2018;Governance;1611013;1196;Barcelona;3437870
7;Baia Mare;RO4;RO;Europe;Eastern Europe;47.6567387;23.5849881;Partner;http://urbact.eu;2016;Governance;Capacity Building;BoostInno;Boosting Social Innovation;PL;http://urbact.eu/boostinno;Ongoing;2015;2018;Governance;135855;3263;Baia Mare;154333
7;Gdansk;PL7;PL;Europe;Eastern Europe;54.3520252;18.6466384;Lead Partner;http://urbact.eu;2016;Governance;Capacity Building;BoostInno;Boosting Social Innovation;PL;http://urbact.eu/boostinno;Ongoing;2015;2018;Governance;461489;2931;Gdansk // Gdynia;794554
7;Strasbourg;FR32;FR;Europe;Western Europe;48.5734053;7.75211130000002;Partner;http://urbact.eu;2016;Governance;Capacity Building;BoostInno;Boosting Social Innovation;PL;http://urbact.eu/boostinno;Ongoing;2015;2018;Governance;275718;1902;Strasbourg;435740
7;Malmö;SE8;SE;Europe;Northern Europe;55.583333;13.033333;Partner;http://urbact.eu;2016;Governance;Capacity Building;BoostInno;Boosting Social Innovation;PL;http://urbact.eu/boostinno;Ongoing;2015;2018;Governance;317375;3450;Malmo;315664
7;Wroclaw;PL26;PL;Europe;Eastern Europe;51.1078852;17.0385376;Partner;http://urbact.eu;2016;Governance;Capacity Building;BoostInno;Boosting Social Innovation;PL;http://urbact.eu/boostinno;Ongoing;2015;2018;Governance;634487;3168;Wroclaw;629954
7;Milan;IT22;IT;Europe;Southern Europe;45.4654219;9.18592430000001;Partner;http://urbact.eu;2016;Governance;Capacity Building;BoostInno;Boosting Social Innovation;PL;http://urbact.eu/boostinno;Ongoing;2015;2018;Governance;1337155;2406;Milano;4398340
7;Turin;IT41;IT;Europe;Southern Europe;45.070312;7.68685649999998;Partner;http://urbact.eu;2016;Governance;Capacity Building;BoostInno;Boosting Social Innovation;PL;http://urbact.eu/boostinno;Ongoing;2015;2018;Governance;896773;2605;Torino;1311880
7;Paris;FR26;FR;Europe;Western Europe;48.856614;2.35222190000002;Partner;http://urbact.eu;2016;Governance;Capacity Building;BoostInno;Boosting Social Innovation;PL;http://urbact.eu/boostinno;Ongoing;2015;2018;Governance;2229621;1777_1;Paris;10416100
7;Braga;PT6;PT;Europe;Southern Europe;41.5454486;-8.42650700000002;Partner;http://urbact.eu;2016;Governance;Capacity Building;BoostInno;Boosting Social Innovation;PL;http://urbact.eu/boostinno;Ongoing;2015;2018;Governance;181494;3202;Braga;130538
8;Bacau;RO3;RO;Europe;Eastern Europe;46.5670437;26.9145748;Partner;http://urbact.eu;2016;Inclusion;Ageing;Building Healthy Communities;Health is important for the wellbeing of individuals and society, but a healthy population is also a prerequisite for economic productivity and prosperity. The Lisbon strategy underlines the importance of health as a key factor for economic growth. However there is a limited awareness of the contributions that a \healthy\ urban policy can make to tackle challenges in health.;IT;http://urbact.eu/building-healthy-communities;Closed;2008;2011;Inclusion;172518;3262;Bacau;185214
8;Lidingo;SE6;SE;Europe;Northern Europe;59.36296;18.1468;Partner;http://urbact.eu;2016;Inclusion;Ageing;Building Healthy Communities;Health is important for the wellbeing of individuals and society, but a healthy population is also a prerequisite for economic productivity and prosperity. The Lisbon strategy underlines the importance of health as a key factor for economic growth. However there is a limited awareness of the contributions that a \healthy\ urban policy can make to tackle challenges in health.;IT;http://urbact.eu/building-healthy-communities;Closed;2008;2011;Inclusion;45493;3445;Lidingo;44017
8;Belfast;UK4;UK;Europe;Northern Europe;54.597285;-5.93011999999999;Partner;http://urbact.eu;2016;Inclusion;Ageing;Building Healthy Communities;Health is important for the wellbeing of individuals and society, but a healthy population is also a prerequisite for economic productivity and prosperity. The Lisbon strategy underlines the importance of health as a key factor for economic growth. However there is a limited awareness of the contributions that a \healthy\ urban policy can make to tackle challenges in health.;IT;http://urbact.eu/building-healthy-communities;Closed;2008;2011;Inclusion;532928;3608;Belfast;568074
8;Baia Mare;RO4;RO;Europe;Eastern Europe;47.6567387;23.5849881;Partner;http://urbact.eu;2016;Inclusion;Ageing;Building Healthy Communities;Health is important for the wellbeing of individuals and society, but a healthy population is also a prerequisite for economic productivity and prosperity. The Lisbon strategy underlines the importance of health as a key factor for economic growth. However there is a limited awareness of the contributions that a \healthy\ urban policy can make to tackle challenges in health.;IT;http://urbact.eu/building-healthy-communities;Closed;2008;2011;Inclusion;135855;3263;Baia Mare;154333
8;Lódz;PL15;PL;Europe;Eastern Europe;51.7592485;19.4559833000001;Partner;http://urbact.eu;2016;Inclusion;Ageing;Building Healthy Communities;Health is important for the wellbeing of individuals and society, but a healthy population is also a prerequisite for economic productivity and prosperity. The Lisbon strategy underlines the importance of health as a key factor for economic growth. However there is a limited awareness of the contributions that a \healthy\ urban policy can make to tackle challenges in health.;IT;http://urbact.eu/building-healthy-communities;Closed;2008;2011;Inclusion;706004;3013;Lodz;828971
8;Turin;IT41;IT;Europe;Southern Europe;45.070312;7.68685649999998;Lead Partner;http://urbact.eu;2016;Inclusion;Ageing;Building Healthy Communities;Health is important for the wellbeing of individuals and society, but a healthy population is also a prerequisite for economic productivity and prosperity. The Lisbon strategy underlines the importance of health as a key factor for economic growth. However there is a limited awareness of the contributions that a \healthy\ urban policy can make to tackle challenges in health.;IT;http://urbact.eu/building-healthy-communities;Closed;2008;2011;Inclusion;896773;2605;Torino;1311880
8;Madrid;ES24;ES;Europe;Southern Europe;40.4167754;-3.70379019999996;Partner;http://urbact.eu;2016;Inclusion;Ageing;Building Healthy Communities;Health is important for the wellbeing of individuals and society, but a healthy population is also a prerequisite for economic productivity and prosperity. The Lisbon strategy underlines the importance of health as a key factor for economic growth. However there is a limited awareness of the contributions that a \healthy\ urban policy can make to tackle challenges in health.;IT;http://urbact.eu/building-healthy-communities;Closed;2008;2011;Inclusion;3198645;1309;Madrid;4246450
8;Lecce;IT20;IT;Europe;Southern Europe;40.3515155;18.1750161;Partner;http://urbact.eu;2016;Inclusion;Ageing;Building Healthy Communities;Health is important for the wellbeing of individuals and society, but a healthy population is also a prerequisite for economic productivity and prosperity. The Lisbon strategy underlines the importance of health as a key factor for economic growth. However there is a limited awareness of the contributions that a \healthy\ urban policy can make to tackle challenges in health.;IT;http://urbact.eu/building-healthy-communities;Closed;2008;2011;Inclusion;94148;2359;Lecce;104061
8;Maroússi;GR12;GR;Europe;Southern Europe;38.05;23.8;Partner;http://urbact.eu;2016;Inclusion;Ageing;Building Healthy Communities;Health is important for the wellbeing of individuals and society, but a healthy population is also a prerequisite for economic productivity and prosperity. The Lisbon strategy underlines the importance of health as a key factor for economic growth. However there is a limited awareness of the contributions that a \healthy\ urban policy can make to tackle challenges in health.;IT;http://urbact.eu/building-healthy-communities;Closed;2008;2011;Inclusion;69354;1911;Dimos Athinaion;3352870
8;Barnsley;UK2;UK;Europe;Northern Europe;53.55263;-1.47972600000003;Partner;http://urbact.eu;2016;Inclusion;Ageing;Building Healthy Communities;Health is important for the wellbeing of individuals and society, but a healthy population is also a prerequisite for economic productivity and prosperity. The Lisbon strategy underlines the importance of health as a key factor for economic growth. However there is a limited awareness of the contributions that a \healthy\ urban policy can make to tackle challenges in health.;IT;http://urbact.eu/building-healthy-communities;Closed;2008;2011;Inclusion;91297;3718;Dearne Valley;140797
9;Brindisi;IT5;IT;Europe;Southern Europe;40.6327278;17.9417616000001;Partner;http://urbact.eu;2016;Integrated Urban Development ;Energy Efficiency;CASH, Cities Action for Sustainable Housing Results;Propose new solutions and promote new policies for the sustainable renovation of social and affordable housing units in the European Union.;FR;http://urbact.eu/cash-cities-action-sustainable-housing;Closed;2009;2010;Integrated Urban Development;88667;2182;Brindisi;88833
9;Bridgend;UK6;UK;Europe;Northern Europe;51.4809254;-3.70049130000007;Partner;http://urbact.eu;2016;Integrated Urban Development ;Energy Efficiency;CASH, Cities Action for Sustainable Housing Results;Propose new solutions and promote new policies for the sustainable renovation of social and affordable housing units in the European Union.;FR;http://urbact.eu/cash-cities-action-sustainable-housing;Closed;2009;2010;Integrated Urban Development;49404;3931;Porthcawl;16005
9;Yambol;BG6;BG;Europe;Eastern Europe;42.4841999;26.5035023;Partner;http://urbact.eu;2016;Integrated Urban Development ;Energy Efficiency;CASH, Cities Action for Sustainable Housing Results;Propose new solutions and promote new policies for the sustainable renovation of social and affordable housing units in the European Union.;FR;http://urbact.eu/cash-cities-action-sustainable-housing;Closed;2009;2010;Integrated Urban Development;71561;176;Yambol;75742
9;Les Mureaux;FR15;FR;Europe;Western Europe;48.990181;1.91217800000004;Partner;http://urbact.eu;2016;Integrated Urban Development ;Energy Efficiency;CASH, Cities Action for Sustainable Housing Results;Propose new solutions and promote new policies for the sustainable renovation of social and affordable housing units in the European Union.;FR;http://urbact.eu/cash-cities-action-sustainable-housing;Closed;2009;2010;Integrated Urban Development;31487;1777_1;Paris;10416100
9;Tatabánya;HU13;HU;Europe;Eastern Europe;47.569246;18.404818;Partner;http://urbact.eu;2016;Integrated Urban Development ;Energy Efficiency;CASH, Cities Action for Sustainable Housing Results;Propose new solutions and promote new policies for the sustainable renovation of social and affordable housing units in the European Union.;FR;http://urbact.eu/cash-cities-action-sustainable-housing;Closed;2009;2010;Integrated Urban Development;66791;2076;Tatabanya;68074
9;Lyon;FR18;FR;Europe;Western Europe;45.764043;4.83565899999996;Partner;http://urbact.eu;2016;Integrated Urban Development ;Energy Efficiency;CASH, Cities Action for Sustainable Housing Results;Propose new solutions and promote new policies for the sustainable renovation of social and affordable housing units in the European Union.;FR;http://urbact.eu/cash-cities-action-sustainable-housing;Closed;2009;2010;Integrated Urban Development;500715;1724_1;Lyon;1403560
9;Echirolles;FR12;FR;Europe;Western Europe;45.142151;5.71803399999999;Lead Partner;http://urbact.eu;2016;Integrated Urban Development ;Energy Efficiency;CASH, Cities Action for Sustainable Housing Results;Propose new solutions and promote new policies for the sustainable renovation of social and affordable housing units in the European Union.;FR;http://urbact.eu/cash-cities-action-sustainable-housing;Closed;2009;2010;Integrated Urban Development;35684;1672;Grenoble;402811
